-5;0
-4,992;0
-4,984;-0,03125
-4,976;0
-4,968;-0,03125
-4,96;-0,03125
-4,952;0
-4,944;0
-4,936;-0,03125
-4,928;-0,03125
-4,92;-0,03125
-4,912;-0,03125
-4,904;-0,03125
-4,896;-0,03125
-4,888;-0,03125
-4,88;-0,03125
-4,872;-0,03125
-4,864;-0,03125
-4,856;-0,03125
-4,848;-0,03125
-4,84;-0,03125
-4,832;-0,03125
-4,824;-0,03125
-4,816;-0,03125
-4,808;0
-4,8;0
-4,792;0
-4,784;-0,03125
-4,776;-0,03125
-4,768;0
-4,76;0
-4,752;0
-4,744;0
-4,736;-0,03125
-4,728;-0,03125
-4,72;-0,03125
-4,712;-0,03125
-4,704;0
-4,696;-0,03125
-4,688;-0,03125
-4,68;-0,03125
-4,672;0
-4,664;-0,03125
-4,656;0
-4,648;0
-4,64;0
-4,632;0
-4,624;-0,03125
-4,616;-0,03125
-4,608;-0,03125
-4,6;0
-4,592;-0,03125
-4,584;-0,03125
-4,576;0
-4,568;-0,03125
-4,56;-0,03125
-4,552;-0,03125
-4,544;-0,03125
-4,536;-0,03125
-4,528;-0,03125
-4,52;-0,03125
-4,512;-0,03125
-4,504;0
-4,496;-0,03125
-4,488;-0,03125
-4,48;0
-4,472;0
-4,464;-0,03125
-4,456;0
-4,448;-0,03125
-4,44;0
-4,432;0
-4,424;-0,03125
-4,416;0
-4,408;0
-4,4;0
-4,392;-0,03125
-4,384;-0,03125
-4,376;-0,03125
-4,368;0
-4,36;-0,03125
-4,352;-0,03125
-4,344;-0,03125
-4,336;0
-4,328;-0,03125
-4,32;0
-4,312;0
-4,304;-0,03125
-4,296;-0,03125
-4,288;0
-4,28;0
-4,272;-0,03125
-4,264;-0,03125
-4,256;-0,03125
-4,248;0
-4,24;-0,03125
-4,232;0
-4,224;0
-4,216;-0,03125
-4,208;-0,03125
-4,2;-0,03125
-4,192;-0,03125
-4,184;0
-4,176;-0,03125
-4,168;0
-4,16;-0,03125
-4,152;-0,03125
-4,144;-0,03125
-4,136;-0,03125
-4,128;-0,03125
-4,12;0
-4,112;-0,03125
-4,104;-0,03125
-4,096;-0,03125
-4,088;0
-4,08;0
-4,072;-0,03125
-4,064;0
-4,056;-0,03125
-4,048;-0,03125
-4,04;-0,03125
-4,032;0
-4,024;0
-4,016;0
-4,008;0
-4;-0,03125
-3,992;0
-3,984;-0,03125
-3,976;-0,03125
-3,968;0
-3,96;-0,03125
-3,952;-0,03125
-3,944;0
-3,936;0
-3,928;-0,03125
-3,92;-0,03125
-3,912;-0,03125
-3,904;-0,03125
-3,896;0
-3,888;-0,03125
-3,88;0
-3,872;-0,03125
-3,864;-0,03125
-3,856;-0,03125
-3,848;-0,03125
-3,84;-0,03125
-3,832;-0,03125
-3,824;-0,03125
-3,816;-0,03125
-3,808;-0,03125
-3,8;0
-3,792;-0,03125
-3,784;-0,03125
-3,776;-0,03125
-3,768;0
-3,76;-0,03125
-3,752;-0,03125
-3,744;0
-3,736;0
-3,728;0
-3,72;-0,03125
-3,712;0
-3,704;-0,03125
-3,696;-0,03125
-3,688;0
-3,68;-0,03125
-3,672;0
-3,664;0
-3,656;-0,03125
-3,648;-0,03125
-3,64;-0,03125
-3,632;-0,03125
-3,624;0
-3,616;0
-3,608;-0,03125
-3,6;-0,03125
-3,592;-0,03125
-3,584;-0,03125
-3,576;-0,03125
-3,568;-0,03125
-3,56;0
-3,552;0
-3,544;-0,03125
-3,536;-0,03125
-3,528;-0,03125
-3,52;-0,03125
-3,512;0
-3,504;0
-3,496;0
-3,488;0
-3,48;0
-3,472;0
-3,464;0
-3,456;0
-3,448;0
-3,44;0
-3,432;-0,03125
-3,424;-0,03125
-3,416;-0,03125
-3,408;0
-3,4;-0,03125
-3,392;0
-3,384;0
-3,376;-0,03125
-3,368;-0,03125
-3,36;0
-3,352;-0,03125
-3,344;-0,03125
-3,336;-0,03125
-3,328;-0,03125
-3,32;0
-3,312;-0,03125
-3,304;-0,03125
-3,296;-0,03125
-3,288;-0,03125
-3,28;-0,03125
-3,272;0
-3,264;-0,03125
-3,256;-0,03125
-3,248;0
-3,24;-0,03125
-3,232;-0,03125
-3,224;-0,03125
-3,216;-0,03125
-3,208;-0,03125
-3,2;-0,03125
-3,192;0
-3,184;0
-3,176;-0,03125
-3,168;0
-3,16;-0,03125
-3,152;-0,03125
-3,144;-0,03125
-3,136;0
-3,128;-0,03125
-3,12;-0,03125
-3,112;-0,03125
-3,104;-0,03125
-3,096;-0,03125
-3,088;0
-3,08;0
-3,072;-0,03125
-3,064;-0,03125
-3,056;0
-3,048;-0,03125
-3,04;0
-3,032;0
-3,024;-0,03125
-3,016;-0,03125
-3,008;0
-3;-0,03125
-2,992;0
-2,984;-0,03125
-2,976;0
-2,968;-0,03125
-2,96;0
-2,952;-0,03125
-2,944;0
-2,936;-0,03125
-2,928;-0,03125
-2,92;0
-2,912;-0,03125
-2,904;-0,03125
-2,896;-0,03125
-2,888;0
-2,88;-0,03125
-2,872;0
-2,864;-0,03125
-2,856;-0,03125
-2,848;-0,03125
-2,84;0
-2,832;0
-2,824;-0,03125
-2,816;0
-2,808;-0,03125
-2,8;0
-2,792;-0,03125
-2,784;-0,03125
-2,776;-0,03125
-2,768;-0,03125
-2,76;-0,03125
-2,752;-0,03125
-2,744;-0,03125
-2,736;0
-2,728;-0,03125
-2,72;-0,03125
-2,712;0
